tx_i,date,transaction_type,effect e_i,effect tx_i,effect edge_i,effect currency,effect is_credit
3562,2019-07-09,contribution,5896,3562,61,USD,0
3563,2019-06-26,distribution,5922,3563,14,USD,1
3564,2019-06-26,distribution,5897,3564,29,USD,1
3565,2019-06-26,tax,5899,3565,29,USD,0
3566,2019-06-26,distribution,5900,3566,37,USD,1
3567,2019-07-03,distribution,5902,3567,40,USD,1
3568,2019-07-10,contribution,5904,3568,63,USD,0
3569,2019-06-27,distribution,6149,3569,57,USD,1
3570,2019-07-11,distribution,5905,3570,60,USD,1
3571,2019-07-08,contribution,5907,3571,41,USD,0
3572,2019-07-03,distribution,5908,3572,27,USD,1
3573,2019-07-03,tax,5910,3573,27,USD,0
3574,2019-07-14,contribution,5911,3574,54,USD,0
3575,2019-07-18,contribution,5912,3575,22,USD,0
3576,2019-07-18,distribution,6164,3576,22,USD,1
3577,2019-07-18,distribution,6185,3577,24,USD,1
3578,2019-07-18,contribution,5913,3578,24,USD,0
3579,2019-07-18,distribution,6215,3579,52,USD,1
3580,2019-07-18,contribution,5914,3580,52,USD,0
3581,2019-07-18,distribution,6239,3581,23,USD,1
3582,2019-07-18,contribution,5915,3582,23,USD,0
3583,2019-07-11,distribution,5920,3583,16,USD,1
3584,2019-07-08,distribution,5916,3584,27,USD,1
3585,2019-07-08,distribution,5918,3585,7,USD,1
3586,2019-07-10,distribution,5925,3586,14,USD,1
3587,2019-06-26,contribution,5929,3587,14,USD,0
3588,2019-07-10,contribution,5928,3588,14,USD,0
3589,2019-07-11,distribution,5930,3589,21,USD,1
3590,2019-07-10,distribution,5932,3590,5,USD,1
3591,2019-07-10,distribution,5934,3591,18,USD,1
3592,2019-07-12,commitment,5936,3592,64,USD,0
3593,2019-07-14,distribution,5938,3593,14,USD,1
3594,2019-07-28,contribution,5937,3594,61,USD,0
3595,2019-07-29,contribution,5940,3595,57,USD,0
3596,2019-07-22,distribution,5941,3596,35,USD,1
3597,2019-07-22,tax,5943,3597,35,USD,0
3598,2019-07-22,distribution,6143,3598,19,USD,1
3599,2019-07-12,unfunded_adjustment,5944,3599,9,USD,1
3600,2019-07-24,commitment,5945,3600,65,USD,0
3601,2019-07-28,distribution,5946,3601,9,USD,1
3602,2019-08-12,contribution,5948,3602,61,USD,0
3603,2019-08-11,contribution,5949,3603,9,USD,0
3604,2019-08-01,distribution,5950,3604,32,USD,1
3605,2019-08-01,distribution,5952,3605,33,USD,1
3606,2019-08-01,distribution,5954,3606,43,USD,1
3607,2019-08-01,distribution,5956,3607,56,USD,1
3608,2019-08-04,distribution,5958,3608,50,USD,1
3609,2019-08-04,distribution,5960,3609,21,USD,1
3610,2019-08-04,commitment,5962,3610,66,USD,0
3611,2019-08-11,contribution,5963,3611,66,USD,0
3612,2019-08-11,interest_expense,5964,3612,66,USD,0
3613,2019-08-07,distribution,5967,3613,54,USD,1
3614,2019-08-26,contribution,5965,3614,61,USD,0
3615,2019-08-13,tax_refund,5966,3615,27,USD,1
3616,2019-08-22,distribution,5980,3616,6,USD,1
3617,2019-08-13,distribution,5969,3617,61,USD,1
3618,2019-08-19,contribution,5971,3618,46,USD,0
3619,2019-08-19,distribution,5972,3619,46,USD,1
3620,2019-09-05,contribution,5975,3620,57,USD,0
3621,2019-08-26,distribution,5977,3621,10,USD,1
3622,2019-08-26,contribution,5976,3622,10,USD,0
3623,2019-09-02,distribution,5982,3623,3,USD,1
3624,2019-08-27,distribution,5984,3624,54,USD,1
3625,2019-09-09,distribution,5986,3625,2,USD,1
3626,2019-09-09,contribution,5988,3626,59,USD,0
3627,2019-09-09,distribution,5989,3627,59,USD,1
3628,2019-09-02,distribution,5995,3628,22,USD,1
3629,2019-09-02,distribution,5992,3629,24,USD,1
3630,2019-09-02,distribution,6212,3630,52,USD,1
3631,2019-09-04,distribution,5998,3631,11,USD,1
3632,2019-09-16,contribution,6015,3632,54,USD,0
3633,2019-09-09,distribution,6016,3633,40,USD,1
3634,2019-09-05,distribution,6018,3634,50,USD,1
3635,2019-09-05,distribution,6020,3635,48,USD,1
3636,2019-09-23,contribution,6022,3636,64,USD,0
3637,2019-09-09,distribution,6023,3637,54,USD,1
3638,2019-09-12,distribution,6025,3638,12,USD,1
3639,2019-10-01,contribution,6027,3639,60,USD,0
3640,2019-09-19,distribution,6028,3640,51,USD,1
3641,2019-09-19,contribution,6030,3641,51,USD,0
3642,2019-09-19,contribution,6033,3642,51,USD,0
3643,2019-09-22,distribution,6031,3643,48,USD,1
3644,2019-10-09,contribution,6034,3644,56,USD,0
3645,2019-10-07,distribution,6035,3645,60,USD,1
3646,2019-10-01,distribution,6037,3646,36,USD,1
3647,2019-10-16,contribution,6039,3647,22,USD,0
3648,2019-10-16,distribution,6167,3648,22,USD,1
3649,2019-10-16,contribution,6040,3649,24,USD,0
3650,2019-10-16,distribution,6182,3650,24,USD,1
3651,2019-10-16,contribution,6041,3651,24,USD,0
3652,2019-10-16,distribution,6209,3652,52,USD,1
3653,2019-10-16,contribution,6042,3653,52,USD,0
3654,2019-10-16,contribution,6043,3654,52,USD,0
3655,2019-10-16,contribution,6044,3655,23,USD,0
3656,2019-10-16,distribution,6236,3656,23,USD,1
3657,2019-10-15,contribution,6045,3657,26,USD,0
3658,2019-10-15,contribution,6046,3658,27,USD,0
3659,2019-10-15,contribution,6047,3659,54,USD,0
3660,2019-10-09,distribution,6050,3660,53,USD,1
3661,2019-10-10,distribution,6048,3661,8,USD,1
3662,2019-10-22,contribution,6052,3662,60,USD,0
3663,2019-10-10,distribution,6053,3663,6,USD,1
3664,2019-10-27,contribution,6055,3664,61,USD,0
3665,2019-10-23,distribution,6056,3665,40,USD,1
3666,2019-10-17,distribution,6058,3666,14,USD,1
3667,2019-10-30,distribution,6061,3667,53,USD,1
3668,2019-11-11,contribution,6060,3668,58,USD,0
3669,2019-11-06,contribution,6063,3669,59,USD,0
3670,2019-11-06,distribution,6126,3670,59,USD,1
3671,2019-11-12,contribution,6064,3671,48,USD,0
3672,2019-11-03,distribution,6065,3672,33,USD,1
3673,2019-11-03,distribution,6067,3673,43,USD,1
3674,2019-11-03,distribution,6069,3674,32,USD,1
3675,2019-11-13,contribution,6071,3675,54,USD,0
3676,2019-11-04,distribution,6072,3676,20,USD,1
3677,2019-11-04,distribution,6074,3677,21,USD,1
3678,2019-11-04,distribution,6076,3678,50,USD,1
3679,2019-11-10,commitment,6078,3679,67,USD,0
3680,2019-11-10,contribution,6082,3680,67,USD,0
3681,2019-11-06,distribution,6079,3681,54,USD,1
3682,2019-11-21,contribution,6081,3682,64,USD,0
3683,2019-11-07,distribution,6083,3683,29,USD,1
3684,2019-11-10,distribution,6315,3684,19,USD,1
3685,2019-11-12,distribution,6086,3685,51,USD,1
3686,2019-11-12,commitment_reduction,6085,3686,14,USD,1
3687,2019-11-12,contribution,6088,3687,51,USD,0
3688,2019-11-13,distribution,6089,3688,61,USD,1
3689,2019-11-21,distribution,6093,3689,6,USD,1
3690,2019-11-14,distribution,6311,3690,57,USD,1
3691,2019-10-13,distribution,6091,3691,50,USD,1
3692,2019-12-15,contribution,6095,3692,26,USD,0
3693,2019-12-15,contribution,6096,3693,54,USD,0
3694,2019-12-10,contribution,6097,3694,42,USD,0
3695,2019-12-10,distribution,6098,3695,42,USD,1
3696,2019-12-17,distribution,6100,3696,3,USD,1
3697,2019-12-12,distribution,6102,3697,10,USD,1
3698,2019-12-31,contribution,6104,3698,9,USD,0
3699,2019-12-29,contribution,6105,3699,65,USD,0
3700,2020-01-02,distribution,6170,3700,22,USD,1
3701,2020-01-02,contribution,6106,3701,22,USD,0
3702,2020-01-02,contribution,6107,3702,24,USD,0
3703,2020-01-02,distribution,6179,3703,24,USD,1
3704,2020-01-02,contribution,6108,3704,52,USD,0
3705,2020-01-02,distribution,6206,3705,52,USD,1
3706,2020-01-02,contribution,6109,3706,23,USD,0
3707,2020-01-02,distribution,6233,3707,23,USD,1
3708,2019-12-25,distribution,6110,3708,9,USD,1
3709,2019-12-23,distribution,6112,3709,12,USD,1
3710,2019-12-24,distribution,6114,3710,37,USD,1
3711,2019-12-24,tax,6116,3711,37,USD,0
3712,2019-12-26,distribution,6117,3712,11,USD,1
3713,2019-12-26,contribution,6119,3713,11,USD,0
3714,2019-12-26,tax,6120,3714,11,USD,0
3715,2019-12-29,distribution,6121,3715,36,USD,1
3716,2019-12-29,tax,6123,3716,36,USD,0
3717,2019-12-26,distribution,6124,3717,57,USD,1
3718,2018-05-23,income,6138,3718,61,USD,1
3719,2017-02-02,contribution,6140,3719,18,USD,0
3720,2017-02-02,distribution,6141,3720,18,USD,1
3721,2019-07-22,contribution,6145,3721,19,USD,0
3722,2019-12-31,distribution,6254,3722,41,USD,1
3723,2019-12-31,tax,6256,3723,41,USD,0
3724,2020-01-08,distribution,6257,3724,40,USD,1
3725,2020-01-16,contribution,6259,3725,26,USD,0
3726,2020-01-16,contribution,6260,3726,27,USD,0
3727,2020-01-16,contribution,6261,3727,54,USD,0
3728,2020-01-02,distribution,6262,3728,8,USD,1
3729,2020-01-02,distribution,6264,3729,17,USD,1
3730,2020-01-02,distribution,6266,3730,28,USD,1
3731,2020-01-09,distribution,6268,3731,60,USD,1
3732,2020-01-21,contribution,6270,3732,61,USD,0
3733,2020-01-12,contribution,6271,3733,46,USD,0
3734,2020-01-12,distribution,6272,3734,46,USD,1
3735,2020-01-29,contribution,6275,3735,48,USD,0
3736,2020-01-20,distribution,6276,3736,9,USD,1
3737,2020-01-28,contribution,6278,3737,61,USD,0
3738,2020-01-29,contribution,6279,3738,56,USD,0
3739,2020-01-21,distribution,6518,3739,51,USD,1
3740,2020-01-21,contribution,6280,3740,51,USD,0
3741,2020-01-22,distribution,6281,3741,5,USD,1
3742,2020-01-28,distribution,6283,3742,42,USD,1
3743,2020-01-30,distribution,6285,3743,32,USD,1
3744,2020-01-30,distribution,6287,3744,33,USD,1
3745,2020-01-30,distribution,6289,3745,43,USD,1
3746,2020-02-03,distribution,6291,3746,21,USD,1
3747,2020-02-03,distribution,6293,3747,50,USD,1
3748,2020-02-06,distribution,6318,3748,5,USD,1
3749,2020-02-06,contribution,6295,3749,59,USD,0
3750,2020-02-06,distribution,6296,3750,59,USD,1
3751,2020-02-04,distribution,6299,3751,56,USD,1
3752,2020-02-11,distribution,6320,3752,5,USD,1
3753,2020-02-04,distribution,6301,3753,14,USD,1
3754,2020-02-17,contribution,6303,3754,19,USD,0
3755,2020-02-17,distribution,6304,3755,19,USD,1
3756,2020-02-16,contribution,6306,3756,54,USD,0
3757,2020-02-10,contribution,6307,3757,10,USD,0
3758,2020-02-10,distribution,6308,3758,10,USD,1
3759,2020-02-24,contribution,6310,3759,57,USD,0
3760,2019-11-14,contribution,6314,3760,57,USD,0
3761,2019-11-10,contribution,6317,3761,19,USD,0
3762,2020-02-11,distribution,6322,3762,7,USD,1
3763,2020-02-25,contribution,6324,3763,22,USD,0
3764,2020-02-25,distribution,6325,3764,22,USD,1
3765,2020-02-25,contribution,6328,3765,24,USD,0
3766,2020-02-25,distribution,6329,3766,24,USD,1
3767,2020-02-25,contribution,6332,3767,52,USD,0
3768,2020-02-25,distribution,6333,3768,52,USD,1
3769,2020-02-25,contribution,6336,3769,23,USD,0
3770,2020-02-25,distribution,6337,3770,23,USD,1
3771,2020-02-27,contribution,6340,3771,49,USD,0
3772,2020-02-16,distribution,6341,3772,61,USD,1
3773,2020-02-23,distribution,6347,3773,5,USD,1
3774,2020-02-19,distribution,6343,3774,42,USD,1
3775,2020-02-13,distribution,6345,3775,45,USD,1
3776,2020-03-02,distribution,6353,3776,5,USD,1
3777,2020-03-05,contribution,6349,3777,59,USD,0
3778,2020-03-05,distribution,6350,3778,59,USD,1
3779,2020-03-05,distribution,6357,3779,11,USD,1
3780,2020-03-05,distribution,6355,3780,11,USD,1
3781,2020-03-05,distribution,6359,3781,22,USD,1
3782,2020-03-05,distribution,6362,3782,24,USD,1
3783,2020-03-05,distribution,6365,3783,52,USD,1
3784,2020-03-05,distribution,6368,3784,23,USD,1
3785,2020-03-15,contribution,6371,3785,54,USD,0
3786,2020-03-19,contribution,6372,3786,58,USD,0
3787,2020-03-22,contribution,6373,3787,64,USD,0
3788,2020-03-11,distribution,6374,3788,54,USD,1
3789,2020-03-19,distribution,6381,3789,5,USD,1
3790,2020-03-29,contribution,6376,3790,63,USD,0
3791,2020-03-25,distribution,6377,3791,40,USD,1
3792,2020-03-22,distribution,6379,3792,39,USD,1
3793,2020-03-23,distribution,6383,3793,65,USD,1
3794,2020-03-24,distribution,6385,3794,35,USD,1
3795,2020-03-24,tax,6387,3795,35,USD,0
3796,2020-04-08,contribution,6388,3796,57,USD,0
3797,2020-04-08,distribution,6389,3797,57,USD,1
3798,2020-03-31,distribution,6392,3798,19,USD,1
3799,2020-03-30,distribution,6394,3799,12,USD,1
3800,2020-04-13,contribution,6396,3800,54,USD,0
3801,2020-04-13,contribution,6397,3801,27,USD,0
3802,2020-04-07,distribution,6398,3802,60,USD,1
3803,2020-04-09,distribution.fund_redemption,6400,3803,40,USD,1
3804,2020-04-07,distribution,6402,3804,54,USD,1
3805,2020-04-19,contribution,6404,3805,22,USD,0
3806,2020-04-19,distribution,6413,3806,22,USD,1
3807,2020-04-19,contribution,6405,3807,24,USD,0
3808,2020-04-19,distribution,6416,3808,24,USD,1
3809,2020-04-19,contribution,6406,3809,52,USD,0
3810,2020-04-19,distribution,6419,3810,52,USD,1
3811,2020-04-19,contribution,6407,3811,23,USD,0
3812,2020-04-19,distribution,6410,3812,23,USD,1
3813,2020-04-08,distribution,6408,3813,37,USD,1
3814,2020-04-09,distribution,6422,3814,41,USD,1
3815,2020-04-09,distribution,6424,3815,36,USD,1
3816,2020-04-12,distribution,6426,3816,27,USD,1
3817,2020-04-09,distribution,6428,3817,11,USD,1
3818,2020-04-09,contribution,6430,3818,11,USD,0
3819,2020-04-09,distribution,6431,3819,66,USD,1
3820,2020-04-12,distribution,6433,3820,59,USD,1
3821,2020-04-12,contribution,6436,3821,59,USD,0
3822,2020-04-26,contribution,6437,3822,61,USD,0
3823,2020-04-09,distribution,6439,3823,53,USD,1
3824,2020-04-09,contribution,6438,3824,53,USD,0
3825,2020-04-28,contribution,6442,3825,55,USD,0
3826,2020-04-28,contribution,6443,3826,61,USD,0
3827,2020-04-29,contribution,6444,3827,64,USD,0
3828,2020-04-27,distribution,6445,3828,14,USD,1
3829,2020-04-23,distribution,6447,3829,29,USD,1
3830,2020-05-11,contribution,6449,3830,61,USD,0
3831,2020-05-13,contribution,6450,3831,19,USD,0
3832,2020-05-13,distribution,6451,3832,19,USD,1
3833,2020-05-03,distribution,6453,3833,32,USD,1
3834,2020-05-03,distribution,6455,3834,33,USD,1
3835,2020-05-03,distribution,6457,3835,43,USD,1
3836,2020-05-03,distribution,6459,3836,56,USD,1
3837,2020-05-12,contribution,6461,3837,54,USD,0
3838,2020-05-12,contribution,6462,3838,65,USD,0
3839,2020-05-03,distribution,6463,3839,21,USD,1
3840,2020-05-03,distribution,6465,3840,21,USD,1
3841,2020-05-03,distribution,6467,3841,50,USD,1
3842,2020-05-25,contribution,6469,3842,22,USD,0
3843,2020-05-25,distribution,6473,3843,22,USD,1
3844,2020-05-25,distribution,6470,3844,22,USD,1
3845,2020-05-25,contribution,6476,3845,24,USD,0
3846,2020-05-25,distribution,6477,3846,24,USD,1
3847,2020-05-25,distribution,6480,3847,24,USD,1
3848,2020-05-25,contribution,6483,3848,52,USD,0
3849,2020-05-25,distribution,6484,3849,52,USD,1
3850,2020-05-25,distribution,6487,3850,52,USD,1
3851,2020-05-25,contribution,6490,3851,23,USD,0
3852,2020-05-25,distribution,6494,3852,23,USD,1
3853,2020-05-25,distribution,6491,3853,23,USD,1
3854,2020-05-14,contribution,6497,3854,34,USD,0
3855,2020-05-14,distribution,6498,3855,34,USD,1
3856,2020-05-18,distribution,6500,3856,9,USD,1
3857,2020-05-18,contribution,6502,3857,9,USD,0
3858,2020-05-24,distribution,6510,3858,5,USD,1
3859,2020-05-13,distribution,6503,3859,61,USD,1
3860,2020-05-18,distribution,6505,3860,45,USD,1
3861,2020-05-21,distribution,6507,3861,49,USD,1
3862,2020-05-25,contribution,6509,3862,46,USD,0
3863,2020-05-25,distribution,6512,3863,46,USD,1
3864,2020-05-25,distribution,6606,3864,57,USD,1
3865,2020-05-25,contribution,6521,3865,57,USD,0
3866,2020-05-27,contribution,6515,3866,51,USD,0
3867,2020-05-27,distribution,6516,3867,51,USD,1
3868,2020-05-25,tax,6522,3868,22,USD,0
3869,2020-05-25,tax,6523,3869,24,USD,0
3870,2020-06-14,contribution,6524,3870,54,USD,0
3871,2020-06-18,contribution,6525,3871,57,USD,0
3872,2020-06-22,contribution,6526,3872,19,USD,0
3873,2020-06-11,distribution,6527,3873,39,USD,1
3874,2020-06-10,contribution,6529,3874,22,USD,0
3875,2020-06-10,contribution,6530,3875,24,USD,0
3876,2020-06-10,contribution,6531,3876,52,USD,0
3877,2020-06-11,distribution,6532,3877,39,USD,1
3878,2020-06-16,distribution,6534,3878,50,USD,1
3879,2020-06-30,contribution,6536,3879,58,USD,0
3880,2020-06-17,distribution,6537,3880,12,USD,1
3881,2020-07-05,contribution,6539,3881,64,USD,0
3882,2020-07-08,contribution,6540,3882,60,USD,0
3883,2020-07-05,contribution,6541,3883,42,USD,0
3884,2020-07-05,distribution,6542,3884,42,USD,1
3885,2020-06-28,distribution,6547,3885,22,USD,1
3886,2020-06-28,distribution,6544,3886,24,USD,1
3887,2020-06-28,distribution,6550,3887,52,USD,1
3888,2020-06-28,distribution,6553,3888,23,USD,1
3889,2020-07-02,distribution,6598,3889,5,USD,1
3890,2020-06-30,distribution,6556,3890,7,USD,1
3891,2020-06-30,distribution,6558,3891,24,USD,1
3892,2020-06-30,distribution,6561,3892,52,USD,1
3893,2020-07-06,distribution,6596,3893,53,USD,1
3894,2020-07-08,distribution,6564,3894,40,USD,1
3895,2020-07-01,distribution,6566,3895,36,USD,1
3896,2020-07-02,distribution,6568,3896,14,USD,1
3897,2020-07-09,distribution,6570,3897,3,USD,1
3898,2020-07-02,distribution,6572,3898,22,USD,1
3899,2020-07-02,distribution,6575,3899,24,USD,1
3900,2020-07-02,distribution,6578,3900,52,USD,1
3901,2020-07-12,contribution,6581,3901,26,USD,0
3902,2020-07-12,contribution,6582,3902,27,USD,0
3903,2020-07-12,contribution,6583,3903,59,USD,0
3904,2020-07-09,distribution,6584,3904,60,USD,1
3905,2020-07-05,distribution,6586,3905,35,USD,1
3906,2020-07-09,distribution,6588,3906,49,USD,1
3907,2020-07-20,contribution,6590,3907,22,USD,0
3908,2020-07-20,contribution,6591,3908,24,USD,0
3909,2020-07-20,contribution,6592,3909,52,USD,0
3910,2020-07-20,contribution,6593,3910,23,USD,0
3911,2020-07-06,distribution,6594,3911,41,USD,1
3912,2020-07-12,distribution,6600,3912,14,USD,1
3913,2020-07-26,contribution,6602,3913,61,USD,0
3914,2020-07-16,distribution,6603,3914,39,USD,1
3915,2020-07-29,contribution,6605,3915,57,USD,0
3916,2020-07-22,distribution,6609,3916,9,USD,1
3917,2020-07-21,distribution,6611,3917,50,USD,1
3918,2020-07-21,distribution,6613,3918,27,USD,1
3919,2020-08-04,contribution,6615,3919,48,USD,0
3920,2020-07-23,distribution,6616,3920,54,USD,1
3921,2020-08-04,contribution,6618,3921,65,USD,0
3922,2020-07-29,commitment,6619,3922,68,USD,0
3923,2020-08-12,contribution,6620,3923,68,USD,0
3924,2020-08-02,distribution,6621,3924,21,USD,1
3925,2020-08-02,distribution,6623,3925,50,USD,1
3926,2020-08-02,distribution,6625,3926,33,USD,1
3927,2020-08-02,distribution,6627,3927,43,USD,1
3928,2020-08-03,distribution,6629,3928,65,USD,1
3929,2020-08-18,contribution,6631,3929,9,USD,0
3930,2020-08-18,distribution,6632,3930,9,USD,1
3931,2020-08-17,contribution,6634,3931,22,USD,0
3932,2020-08-17,distribution,6635,3932,22,USD,1
3933,2020-08-17,contribution,6638,3933,24,USD,0
3934,2020-08-17,distribution,6639,3934,24,USD,1
3935,2020-08-17,contribution,6642,3935,52,USD,0
3936,2020-08-17,distribution,6643,3936,52,USD,1
3937,2020-08-17,contribution,6646,3937,23,USD,0
3938,2020-08-17,distribution,6647,3938,23,USD,1
3939,2020-08-06,distribution,6650,3939,54,USD,1
3940,2020-08-11,distribution.fund_redemption,6652,3940,40,USD,1
3941,2020-08-06,contribution,6654,3941,51,USD,0
3942,2020-08-06,distribution,6655,3942,51,USD,1
3943,2020-08-10,contribution,6661,3943,19,USD,0
3944,2020-08-10,distribution,6658,3944,19,USD,1
3945,2020-08-17,contribution,6660,3945,66,USD,0
3946,2020-08-26,contribution,6662,3946,57,USD,0
3947,2020-08-26,distribution,6723,3947,57,USD,1
3948,2020-08-16,distribution,6663,3948,61,USD,1
3949,2020-08-16,distribution,6665,3949,7,USD,1
3950,2020-08-18,distribution,6667,3950,32,USD,1
3951,2020-08-18,distribution,6669,3951,56,USD,1
3952,2020-08-20,distribution,6671,3952,9,USD,1
3953,2020-09-01,distribution,6673,3953,39,USD,1
3954,2020-08-24,distribution,6675,3954,22,USD,1
3955,2020-08-24,distribution,6678,3955,24,USD,1
3956,2020-08-24,distribution,6681,3956,52,USD,1
3957,2020-08-24,distribution,6684,3957,23,USD,1
3958,2020-09-09,contribution,6687,3958,68,USD,0
3959,2020-09-08,contribution,6696,3959,67,USD,0
3960,2020-09-16,contribution,6688,3960,58,USD,0
3961,2020-09-15,contribution,6689,3961,9,USD,0
3962,2020-09-06,distribution,6690,3962,49,USD,1
3963,2020-09-21,contribution,6692,3963,22,USD,0
3964,2020-09-21,contribution,6693,3964,24,USD,0
3965,2020-09-21,contribution,6694,3965,52,USD,0
3966,2020-09-21,contribution,6695,3966,23,USD,0
3967,2020-09-08,distribution,6697,3967,12,USD,1
3968,2020-09-10,distribution,6701,3968,22,USD,1
3969,2020-09-10,distribution,6699,3969,48,USD,1
3970,2020-09-23,contribution,6704,3970,56,USD,0
3971,2020-09-29,contribution,6705,3971,63,USD,0
3972,2020-09-16,distribution,6706,3972,5,USD,1
3973,2020-09-29,distribution,6708,3973,41,USD,1
3974,2020-09-29,distribution,6710,3974,51,USD,1
3975,2020-09-29,contribution,6712,3975,51,USD,0
3976,2020-10-01,distribution,6715,3976,40,USD,1
3977,2020-10-08,distribution,6717,3977,53,USD,1
3978,2020-10-11,contribution,6719,3978,59,USD,0
3979,2020-10-12,contribution,6713,3979,66,USD,0
3980,2020-10-15,contribution,6714,3980,57,USD,0
3981,2020-10-08,contribution,6737,3981,53,USD,0
3982,2020-10-11,distribution,6720,3982,59,USD,1
3983,2020-10-07,distribution,6726,3983,60,USD,1
3984,2020-10-08,distribution,6731,3984,22,USD,1
3985,2020-10-08,distribution,6728,3985,23,USD,1
3986,2020-10-12,distribution,6738,3986,46,USD,1
3987,2020-10-11,distribution,6734,3987,14,USD,1
3988,2020-10-12,contribution,6736,3988,46,USD,0
3989,2020-10-12,unfunded_adjustment,6740,3989,46,USD,1
3990,2020-10-14,distribution,6741,3990,14,USD,1
3991,2020-10-15,distribution,6743,3991,22,USD,1
3992,2020-10-15,distribution,6746,3992,24,USD,1
3993,2020-10-15,distribution,6749,3993,52,USD,1
3994,2020-10-19,distribution,6752,3994,65,USD,1
3995,2020-10-26,contribution,6754,3995,61,USD,0
3996,2020-10-26,contribution,6755,3996,68,USD,0
3997,2020-10-20,distribution,6756,3997,5,USD,1
3998,2020-10-22,contribution,6758,3998,11,USD,0
3999,2020-10-22,distribution,6759,3999,11,USD,1
4000,2020-10-21,distribution,6762,4000,49,USD,1
4001,2020-11-08,contribution,6764,4001,62,USD,0
4002,2020-10-28,contribution,6765,4002,34,USD,0
4003,2020-10-28,distribution,6766,4003,34,USD,1
4004,2020-11-08,contribution,6768,4004,65,USD,0
4005,2020-11-01,distribution,6769,4005,32,USD,1
4006,2020-11-01,distribution,6771,4006,33,USD,1
4007,2020-11-01,distribution,6773,4007,43,USD,1
4008,2020-11-01,distribution,6775,4008,56,USD,1
4009,2020-10-29,distribution,6777,4009,19,USD,1
4010,2020-10-29,contribution,6779,4010,19,USD,0
4011,2020-11-01,distribution,6780,4011,50,USD,1
4012,2020-11-01,distribution,6782,4012,21,USD,1
4013,2020-11-15,contribution,6784,4013,54,USD,0
4014,2020-11-11,distribution,6810,4014,7,USD,1
4015,2020-11-19,distribution,6812,4015,7,USD,1
4016,2020-11-19,contribution,6785,4016,23,USD,0
4017,2020-11-19,distribution,6786,4017,23,USD,1
4018,2020-11-19,contribution,6789,4018,22,USD,0
4019,2020-11-19,distribution,6790,4019,22,USD,1
4020,2020-11-19,contribution,6793,4020,24,USD,0
4021,2020-11-19,distribution,6794,4021,24,USD,1
4022,2020-11-19,contribution,6797,4022,52,USD,0
4023,2020-11-19,distribution,6798,4023,52,USD,1
4024,2020-11-10,contribution,6801,4024,42,USD,0
4025,2020-11-10,distribution,6802,4025,42,USD,1
4026,2020-11-09,distribution,6804,4026,14,USD,1
4027,2020-11-10,distribution,6806,4027,7,USD,1
4028,2020-11-12,distribution,6808,4028,61,USD,1
4029,2020-11-26,contribution,6814,4029,67,USD,0
4030,2020-11-26,distribution,6815,4030,42,USD,1
4031,2020-12-13,contribution,6817,4031,64,USD,0
4032,2020-11-30,distribution,6821,4032,46,USD,1
4033,2020-11-30,contribution,6818,4033,46,USD,0
4034,2020-11-26,distribution,6819,4034,54,USD,1
4035,2020-11-30,unfunded_adjustment,6823,4035,46,USD,1
4036,2020-12-15,contribution,6824,4036,58,USD,0
4037,2020-12-14,contribution,6825,4037,54,USD,0
4038,2020-12-06,distribution,6924,4038,22,USD,1
4039,2020-12-06,distribution,6927,4039,24,USD,1
4040,2020-12-07,distribution,6826,4040,14,USD,1
4041,2020-12-08,distribution,6828,4041,17,USD,1
4042,2020-12-07,distribution,6830,4042,19,USD,1
4043,2020-12-22,contribution,6832,4043,63,USD,0
4044,2020-12-14,distribution,6833,4044,27,USD,1
4045,2020-12-22,contribution,6835,4045,66,USD,0
4046,2020-12-27,distribution,6836,4046,42,USD,1
4047,2020-12-27,contribution,6838,4047,42,USD,0
4048,2020-12-20,income,6839,4048,68,USD,1
4049,2020-12-20,recalled_contribution,6840,4049,68,USD,1
4050,2021-01-03,contribution,6841,4050,22,USD,0
4051,2021-01-03,distribution,6842,4051,22,USD,1
4052,2021-01-03,contribution,6845,4052,24,USD,0
4053,2021-01-03,distribution,6846,4053,24,USD,1
4054,2021-01-03,contribution,6849,4054,52,USD,0
4055,2021-01-03,distribution,6850,4055,52,USD,1
4056,2021-01-03,contribution,6853,4056,23,USD,0
4057,2021-01-03,distribution,6854,4057,23,USD,1
4058,2020-12-29,distribution,6858,4058,59,USD,1
4059,2020-12-29,contribution,6857,4059,59,USD,0
4060,2020-12-27,distribution,6861,4060,41,USD,1
4061,2020-12-27,tax,6863,4061,41,USD,0
4062,2020-12-27,distribution,6864,4062,12,USD,1
4063,2020-12-29,distribution,6866,4063,40,USD,1
4064,2020-12-30,distribution,6868,4064,9,USD,1
4065,2020-12-27,distribution,6870,4065,11,USD,1
4066,2020-12-27,contribution,6872,4066,11,USD,0
4067,2020-12-28,distribution,6873,4067,51,USD,1
4068,2020-12-28,contribution,6875,4068,51,USD,0
4069,2021-01-07,distribution,6905,4069,7,USD,1
4070,2021-01-18,contribution,6876,4070,26,USD,0
4071,2021-01-18,contribution,6877,4071,54,USD,0
4072,2021-01-07,distribution,6878,4072,60,USD,1
4073,2020-12-31,distribution,6880,4073,28,USD,1
4074,2021-01-04,distribution,6882,4074,51,USD,1
4075,2021-01-07,recalled_contribution,6884,4075,62,USD,1
4076,2021-01-07,distribution,6885,4076,12,USD,1
