"id","transaction_date","transaction_type"
2846,"2017-04-24",distribution
2847,"2017-04-24",recalled_contribution
2848,"2017-04-24",recalled_contribution
2849,"2017-05-03",contribution
2850,"2017-05-03",contribution
2851,"2017-05-03",contribution
2852,"2017-05-03",contribution
2853,"2017-05-03",contribution
2854,"2017-04-25",distribution
2855,"2017-04-25",contribution
2856,"2017-04-25",distribution
2857,"2017-04-27",distribution
2858,"2017-05-10",contribution
2859,"2017-05-01",distribution
2860,"2017-05-01",contribution
2861,"2017-05-14",contribution
2862,"2017-05-01",distribution
2863,"2017-05-01",distribution
2864,"2017-05-01",distribution
2865,"2017-05-02",distribution
2866,"2017-05-02",distribution
2867,"2017-05-02",distribution
2868,"2017-05-02",distribution
2869,"2017-05-15",contribution
2870,"2017-05-07",distribution
2871,"2017-05-07",distribution
2872,"2017-05-07",tax
2873,"2017-05-07",distribution
2874,"2017-05-07",contribution
2875,"2017-05-11",distribution
2876,"2017-05-11",distribution
2877,"2017-05-14",distribution
2878,"2017-05-14",contribution
2879,"2017-05-14",contribution
2880,"2017-05-14",recalled_contribution
2881,"2017-05-17",distribution
2882,"2017-05-18",distribution
2883,"2017-05-29",distribution
2884,"2017-05-23",distribution
2885,"2017-06-05",contribution
2886,"2017-05-30",distribution
2887,"2017-01-11",unfunded_adjustment
2888,"2017-06-07",distribution
2889,"2017-06-19",contribution
2890,"2017-06-12",distribution
2891,"2017-06-25",contribution
2892,"2017-06-22",contribution
2893,"2017-06-27",distribution
2894,"2017-06-18",distribution
2895,"2017-06-20",distribution
2896,"2017-07-04",contribution
2897,"2017-07-04",distribution
2898,"2017-07-04",contribution
2899,"2017-07-04",distribution
2900,"2017-07-04",contribution
2901,"2017-07-04",distribution
2902,"2017-07-04",contribution
2903,"2017-07-04",distribution
2904,"2017-06-27",distribution
2905,"2017-05-21",distribution
2906,"2017-05-21",distribution
2907,"2017-05-21",distribution
2908,"2017-06-29",distribution
2909,"2017-07-11",contribution
2910,"2017-07-11",distribution
2911,"2017-07-05",distribution
2912,"2017-07-10",distribution
2913,"2017-07-10",distribution
2914,"2017-07-17",contribution
2915,"2017-07-10",distribution
2916,"2017-07-17",contribution
2917,"2017-07-26",contribution
2918,"2017-07-23",contribution
2919,"2017-07-11",distribution
2920,"2017-07-11",distribution
2921,"2017-07-11",distribution
2922,"2017-07-10",distribution
2923,"2017-07-12",distribution
2924,"2017-07-18",contribution
2925,"2017-07-30",contribution
2926,"2017-07-30",contribution
2927,"2017-07-31",contribution
2928,"2017-07-12",commitment
2929,"2017-07-18",distribution
2930,"2017-07-19",distribution
2931,"2017-08-06",contribution
2932,"2017-08-06",contribution
2933,"2017-08-06",contribution
2934,"2017-08-06",contribution
2935,"2017-08-07",contribution
2936,"2017-08-06",contribution
2937,"2017-08-06",distribution
2938,"2017-08-09",contribution
2939,"2017-08-13",contribution
2940,"2017-08-14",contribution
2941,"2017-08-01",distribution
2942,"2017-08-01",distribution
2943,"2017-08-01",distribution
2944,"2017-08-01",distribution
2945,"2017-08-03",distribution
2946,"2017-08-06",distribution
2947,"2017-08-06",distribution
2948,"2017-08-06",distribution
2949,"2017-08-10",distribution
2950,"2017-08-13",distribution
2951,"2017-08-13",contribution
2952,"2017-08-23",contribution
2953,"2017-08-15",recalled_contribution
2954,"2017-08-17",distribution
2955,"2017-08-17",distribution
2956,"2017-08-22",distribution
2957,"2017-07-12",commitment
2958,"2017-08-30",contribution
2959,"2017-09-04",contribution
2960,"2017-08-28",distribution
2961,"2017-08-30",distribution
2962,"2016-12-06",commitment_reduction
2963,"2017-09-03",commitment_reduction
2964,"2017-09-04",distribution
2965,"2017-09-11",distribution
2966,"2017-09-18",contribution
2967,"2017-09-07",distribution
2968,"2017-09-10",distribution
2969,"2017-09-21",contribution
2970,"2017-09-21",distribution
2971,"2017-09-21",contribution
2972,"2017-09-21",distribution
2973,"2017-09-21",contribution
2974,"2017-09-21",distribution
2975,"2017-09-21",contribution
2976,"2017-09-21",distribution
2977,"2017-08-07",commitment
2978,"2017-09-12",distribution.fund_redemption
2979,"2017-09-12",distribution.fund_redemption
2980,"2017-09-14",contribution
2981,"2017-09-14",distribution
2982,"2017-09-12",unfunded_adjustment
2983,"2017-09-12",unfunded_adjustment
2984,"2017-09-21",distribution
2985,"2017-09-27",distribution
2986,"2017-09-27",tax
2987,"2017-10-02",distribution
2988,"2017-09-26",distribution
2989,"2017-10-02",contribution
2990,"2017-10-02",distribution
2991,"2017-09-28",distribution
2992,"2017-09-28",distribution
2993,"2017-09-28",distribution
2994,"2017-10-03",distribution
2995,"2017-10-15",contribution
2996,"2017-10-15",contribution
2997,"2017-10-23",contribution
2998,"2017-10-08",distribution
2999,"2017-10-22",contribution
3000,"2017-10-22",distribution
3001,"2017-10-22",contribution
3002,"2017-10-09",distribution
3003,"2017-10-22",contribution
3004,"2017-10-22",contribution
3005,"2017-10-22",distribution
3006,"2017-10-11",distribution
3007,"2017-10-18",distribution
3008,"2017-11-02",contribution
3009,"2017-10-18",distribution
3010,"2017-10-18",contribution
3011,"2017-10-19",distribution
3012,"2017-10-19",contribution
3013,"2017-10-19",distribution
3014,"2017-10-19",contribution
3015,"2017-10-25",distribution
3016,"2017-10-25",contribution
3017,"2017-10-31",contribution
3018,"2017-11-06",distribution
3019,"2017-10-29",distribution
3020,"2017-11-01",distribution
3021,"2017-11-01",distribution
3022,"2017-11-01",distribution
3023,"2017-11-01",distribution
3024,"2017-11-06",distribution
3025,"2017-11-06",distribution
3026,"2017-11-06",distribution
3027,"2017-11-08",distribution
3028,"2017-11-13",distribution
3029,"2017-11-13",contribution
3030,"2017-11-09",distribution
3031,"2017-11-13",distribution
3032,"2017-11-15",distribution
3033,"2017-11-15",contribution
3034,"2017-11-15",distribution
3035,"2017-11-15",contribution
3036,"2017-11-22",distribution
3037,"2017-11-22",tax
3038,"2017-11-28",distribution
3039,"2017-11-26",commitment
3040,"2017-12-05",contribution
3041,"2017-11-30",distribution
3042,"2017-11-30",contribution
3043,"2017-12-25",contribution
3044,"2017-12-26",contribution
3045,"2017-12-27",contribution
3046,"2017-12-27",distribution
3047,"2017-12-27",contribution
3048,"2017-12-27",distribution
3049,"2017-12-24",contribution
3050,"2017-12-17",distribution
3051,"2017-12-28",contribution
3052,"2017-12-31",contribution
3053,"2017-12-18",distribution
3054,"2017-12-27",contribution
3055,"2017-12-26",contribution
3056,"2017-12-20",distribution
3057,"2017-12-20",distribution
3058,"2017-12-20",distribution
3059,"2017-12-20",distribution
3060,"2017-12-27",contribution
3061,"2017-12-27",distribution
3062,"2017-12-27",contribution
3063,"2017-12-27",distribution
3064,"2017-12-20",distribution
3065,"2017-12-31",distribution
3066,"2017-12-31",tax
3067,"2017-12-25",distribution
3068,"2017-12-25",distribution
3069,"2017-12-25",contribution
3070,"2017-06-05",commitment_reduction
3071,"2017-12-27",distribution
3072,"2017-12-27",distribution
3073,"2017-12-27",distribution
3074,"2018-01-03",distribution
3075,"2017-12-28",distribution
3076,"2017-12-28",distribution
3077,"2017-12-28",distribution
3078,"2018-01-03",contribution
3079,"2017-12-27",distribution
3080,"2017-12-27",distribution
3081,"2018-01-01",distribution
3082,"2017-12-28",distribution
3083,"2017-12-31",distribution
3084,"2017-12-31",distribution
3085,"2018-01-02",distribution
3086,"2018-01-03",distribution
3087,"2018-01-03",contribution
3088,"2018-01-17",contribution
3089,"2018-01-17",contribution
3090,"2018-01-17",contribution
3091,"2017-12-31",tax
3092,"2018-01-03",distribution
3093,"2018-01-03",tax
3094,"2018-01-03",distribution
3095,"2018-01-03",distribution
3096,"2018-01-03",tax
3097,"2018-01-03",recalled_contribution
3098,"2018-01-03",distribution
3099,"2018-01-03",distribution
3100,"2018-01-03",distribution
3101,"2018-01-09",distribution
3102,"2018-01-09",contribution
3103,"2018-01-09",distribution
3104,"2018-01-31",contribution
3105,"2018-01-17",distribution
3106,"2018-01-17",tax
3107,"2018-02-06",contribution
3108,"2018-01-24",distribution
3109,"2018-01-30",distribution
3110,"2018-02-07",distribution
3111,"2018-02-07",contribution
3112,"2018-02-01",distribution
3113,"2018-02-01",distribution
3114,"2018-02-01",distribution
3115,"2018-02-01",distribution
3116,"2018-02-12",distribution
3117,"2017-12-31",distribution
3118,"2018-02-14",contribution
3119,"2018-02-05",distribution
3120,"2018-02-05",distribution
3121,"2018-02-05",distribution
3122,"2018-02-20",contribution
3123,"2018-02-20",distribution
3124,"2018-02-20",contribution
3125,"2018-02-20",distribution
3126,"2018-02-20",contribution
3127,"2018-02-20",distribution
3128,"2018-02-20",contribution
3129,"2018-02-20",distribution
3130,"2018-02-12",distribution
3131,"2018-02-12",contribution
3132,"2018-02-11",distribution
3133,"2018-02-26",distribution
3134,"2018-02-25",distribution
3135,"2018-03-08",contribution
3136,"2018-03-08",contribution
3137,"2018-03-08",contribution
3138,"2018-03-08",contribution
3139,"2018-02-22",contribution
3140,"2018-02-22",distribution
3141,"2018-03-05",distribution
3142,"2018-03-11",contribution
3143,"2018-03-12",contribution
3144,"2018-03-13",distribution
3145,"2018-03-01",distribution
3146,"2018-03-01",distribution
3147,"2018-03-01",unfunded_adjustment
3148,"2018-03-14",contribution
3149,"2018-03-12",distribution
3150,"2018-03-12",distribution.fund_redemption
3151,"2018-03-13",distribution
3152,"2018-03-28",contribution
3153,"2018-03-28",distribution
3154,"2018-03-28",contribution
3155,"2018-03-28",distribution
3156,"2018-03-28",contribution
3157,"2018-03-28",contribution
3158,"2018-03-28",distribution
3159,"2018-03-18",distribution
3160,"2018-03-18",contribution
3161,"2018-03-20",distribution
3162,"2018-03-21",contribution
3163,"2018-03-21",distribution
3164,"2018-03-25",distribution
3165,"2018-04-01",distribution
3166,"2018-04-05",contribution
3167,"2018-04-02",distribution
3168,"2018-04-02",distribution
3169,"2018-04-02",contribution
3170,"2018-04-08",contribution
3171,"2018-04-09",contribution
3172,"2018-04-04",distribution
3173,"2018-04-16",contribution
3174,"2018-04-16",contribution
3175,"2018-04-09",contribution
3176,"2018-04-09",distribution
3177,"2018-04-09",distribution
3178,"2018-04-09",contribution
3179,"2018-04-09",distribution
3180,"2018-04-09",contribution
3181,"2018-04-11",contribution
3182,"2018-04-11",distribution
3183,"2018-04-11",recalled_contribution
3184,"2018-04-11",recalled_contribution
3185,"2018-04-11",distribution
3186,"2018-04-11",recalled_contribution
3187,"2018-04-11",recalled_contribution
3188,"2018-04-11",distribution
3189,"2018-04-11",distribution
3190,"2018-04-11",distribution
3191,"2018-04-11",distribution
3192,"2018-04-19",contribution
3193,"2018-05-03",contribution
3194,"2018-04-24",distribution
3195,"2018-04-19",recalled_contribution
3196,"2018-04-24",distribution
3197,"2018-04-24",distribution
3198,"2018-04-24",tax
3199,"2018-05-14",contribution
3200,"2018-05-02",contribution
3201,"2018-05-10",contribution
3202,"2018-04-29",distribution
3203,"2018-05-01",distribution
3204,"2018-05-01",tax
3205,"2018-05-02",distribution
3206,"2018-05-02",distribution
3207,"2018-05-02",distribution
3208,"2018-05-02",distribution
3209,"2018-05-03",distribution
3210,"2018-05-03",distribution
3211,"2018-05-03",distribution
3212,"2018-05-14",contribution
3213,"2018-05-14",contribution
3214,"2018-05-21",contribution
3215,"2018-05-21",distribution
3216,"2018-05-21",distribution
3217,"2018-05-21",contribution
3218,"2018-05-21",contribution
3219,"2018-05-21",distribution
3220,"2018-05-21",contribution
3221,"2018-05-10",distribution
3222,"2018-05-22",contribution
3223,"2018-05-14",contribution
3224,"2018-05-14",distribution
3225,"2018-05-27",contribution
3226,"2018-05-14",distribution
3227,"2018-05-22",distribution
3228,"2018-05-29",contribution
3229,"2018-05-16",distribution
3230,"2018-05-17",distribution
3231,"2018-05-24",distribution
3232,"2018-05-24",contribution
3233,"2018-05-23",distribution
3234,"2018-05-23",distribution
3235,"2018-05-23",recalled_contribution
3236,"2018-05-31",distribution
3237,"2018-05-31",distribution
3238,"2018-06-03",distribution
3239,"2018-06-13",contribution
3240,"2018-06-05",distribution
3241,"2018-06-13",contribution
3242,"2018-06-25",contribution
3243,"2018-06-21",contribution
3244,"2018-06-12",distribution
3245,"2018-06-12",tax
3246,"2018-06-21",distribution
3247,"2018-07-02",contribution
3248,"2018-06-28",contribution
3249,"2018-06-21",distribution
3250,"2018-07-15",contribution
3251,"2018-07-15",distribution
3252,"2018-07-15",contribution
3253,"2018-07-15",distribution
3254,"2018-07-15",contribution
3255,"2018-07-15",distribution
3256,"2018-07-15",distribution
3257,"2018-06-25",distribution
3258,"2018-06-28",distribution
3259,"2018-07-04",distribution
3260,"2018-07-08",contribution
3261,"2018-07-01",distribution
3262,"2018-07-10",contribution
3263,"2018-07-10",distribution
3264,"2018-07-18",contribution
3265,"2018-07-17",contribution
3266,"2018-07-04",distribution
3267,"2018-07-12",contribution
3268,"2018-07-10",distribution
3269,"2018-07-12",distribution
3270,"2018-07-29",contribution
3271,"2018-07-23",distribution
3272,"2018-08-07",contribution
3273,"2018-07-25",distribution
3274,"2018-08-08",contribution
3275,"2018-08-08",distribution
3276,"2018-08-08",contribution
3277,"2018-08-08",contribution
3278,"2018-08-08",distribution
3279,"2018-08-08",contribution
3280,"2018-07-26",distribution
3281,"2018-07-30",distribution
3282,"2018-07-30",distribution
3283,"2018-07-30",contribution
3284,"2018-08-07",distribution
3285,"2018-07-31",distribution
3286,"2018-08-01",distribution
3287,"2018-08-01",distribution
3288,"2018-08-01",distribution
3289,"2018-08-01",distribution
3290,"2018-08-05",distribution
3291,"2018-08-02",distribution
3292,"2018-08-02",distribution
3293,"2018-08-02",distribution
3294,"2018-08-12",distribution.fund_redemption
3295,"2018-08-06",distribution
3296,"2018-08-06",distribution
3297,"2018-08-06",contribution
3298,"2018-08-09",distribution
3299,"2018-08-09",distribution
3300,"2018-08-16",contribution
3301,"2018-08-16",distribution
3302,"2018-08-16",unfunded_adjustment
3303,"2018-08-22",contribution
3304,"2018-08-13",distribution
3305,"2018-09-03",contribution
3306,"2018-09-04",contribution
3307,"2018-09-10",contribution
3308,"2018-09-02",contribution
3309,"2018-09-02",distribution
3310,"2018-09-04",distribution
3311,"2018-09-10",contribution
3312,"2018-09-10",contribution
3313,"2018-09-10",distribution
3314,"2018-09-17",contribution
3315,"2018-09-17",contribution
3316,"2018-09-04",recalled_contribution
3317,"2018-09-05",distribution
3318,"2018-09-25",contribution
3319,"2018-09-25",contribution
3320,"2018-09-18",contribution
3321,"2018-09-25",distribution
3322,"2018-09-27",distribution
3323,"2018-10-10",distribution.fund_redemption
3324,"2018-10-11",contribution
3325,"2018-09-27",distribution
3326,"2018-09-26",distribution
3327,"2018-09-26",contribution
3328,"2018-10-08",contribution
3329,"2018-10-02",distribution
3330,"2018-10-14",contribution
3331,"2018-10-14",distribution
3332,"2018-10-14",contribution
3333,"2018-10-14",distribution
3334,"2018-10-14",contribution
3335,"2018-10-14",distribution
3336,"2018-10-14",contribution
3337,"2018-10-14",distribution
3338,"2018-10-09",distribution
3339,"2018-10-03",distribution
3340,"2018-10-02",contribution
3341,"2018-10-02",distribution
3342,"2018-09-02",distribution
3343,"2018-10-04",distribution
3344,"2018-10-14",contribution
3345,"2018-10-16",contribution
3346,"2018-10-16",contribution
3347,"2018-10-16",contribution
3348,"2018-10-11",distribution
3349,"2018-10-16",distribution
3350,"2018-10-09",distribution
3351,"2018-10-11",distribution
3352,"2018-10-29",contribution
3353,"2018-10-16",distribution
3354,"2018-10-16",distribution
3355,"2018-10-23",distribution
3356,"2018-10-18",distribution
3357,"2018-10-24",contribution
3358,"2018-10-24",distribution
3359,"2018-11-01",distribution
3360,"2018-11-01",distribution
3361,"2018-11-01",distribution
3362,"2018-11-01",distribution
3363,"2018-11-04",distribution
3364,"2018-11-04",distribution
3365,"2018-11-04",distribution
3366,"2018-11-20",contribution
3367,"2018-11-21",contribution
3368,"2018-11-14",distribution
3369,"2018-11-14",contribution
3370,"2018-11-26",contribution
3371,"2018-11-14",distribution
3372,"2018-11-28",contribution
3373,"2018-11-28",contribution
3374,"2018-11-14",distribution
3375,"2018-11-20",distribution
3376,"2018-11-20",contribution
3377,"2018-11-20",distribution
3378,"2018-11-22",distribution
3379,"2018-12-17",contribution
3380,"2018-12-04",distribution
3381,"2018-12-04",contribution
3382,"2018-12-16",contribution
3383,"2018-12-16",contribution
3384,"2018-12-20",distribution
3385,"2018-12-25",contribution
3386,"2018-12-18",distribution
3387,"2018-12-18",contribution
3388,"2018-12-26",contribution
3389,"2018-12-27",contribution
3390,"2018-12-27",distribution
3391,"2018-12-27",contribution
3392,"2018-12-27",distribution
3393,"2018-12-27",contribution
3394,"2018-12-27",distribution
3395,"2018-12-27",contribution
3396,"2018-12-27",distribution
3397,"2018-12-30",contribution
3398,"2018-12-19",distribution
3399,"2018-12-31",contribution
3400,"2018-12-24",distribution
3401,"2018-12-30",contribution
3402,"2018-12-24",distribution
3403,"2018-12-27",contribution
3404,"2018-12-27",distribution
3405,"2019-01-01",distribution
3406,"2019-01-03",distribution
3407,"2018-12-30",distribution
3408,"2018-12-30",tax
3409,"2018-12-31",distribution
3410,"2018-12-31",distribution
3411,"2018-12-31",contribution
3412,"2018-12-31",tax
3413,"2019-01-01",distribution
3414,"2019-01-01",distribution
3415,"2019-01-02",distribution
3416,"2019-01-02",tax
3417,"2019-01-09",distribution
3418,"2019-01-09",distribution
3419,"2019-01-16",contribution
3420,"2019-01-09",distribution
3421,"2019-01-09",distribution
3422,"2019-01-09",distribution
3423,"2019-01-09",distribution
3424,"2019-01-27",contribution
3425,"2019-01-23",distribution
3426,"2019-01-22",distribution
3427,"2019-01-24",distribution
3428,"2019-02-07",contribution
3429,"2019-02-07",contribution
3430,"2019-02-07",contribution
3431,"2019-01-28",contribution
3432,"2019-01-28",distribution
3433,"2019-02-11",contribution
3434,"2019-02-11",distribution
3435,"2019-02-03",distribution
3436,"2019-02-03",distribution
3437,"2019-02-03",distribution
3438,"2019-02-03",distribution
3439,"2019-02-05",distribution
3440,"2019-02-05",distribution
3441,"2019-02-05",distribution
3442,"2019-02-05",distribution
3443,"2019-02-13",contribution
3444,"2019-02-12",distribution
3445,"2019-02-05",distribution
3446,"2019-02-19",contribution
3447,"2019-02-05",unfunded_adjustment
3448,"2019-02-21",contribution
3449,"2019-02-21",distribution
3450,"2019-02-21",contribution
3451,"2019-02-21",distribution
3452,"2019-02-21",contribution
3453,"2019-02-21",distribution
3454,"2019-02-21",contribution
3455,"2019-02-21",distribution
3456,"2019-02-12",distribution
3457,"2019-02-12",tax
3458,"2019-02-13",distribution
3459,"2019-03-05",contribution
3460,"2019-02-28",distribution
3461,"2019-02-27",distribution
3462,"2019-03-18",contribution
3463,"2019-03-18",contribution
3464,"2019-03-18",contribution
3465,"2019-01-12",commitment_reduction
3466,"2019-03-07",distribution
3467,"2019-03-18",distribution
3468,"2019-03-18",tax
3469,"2019-04-01",contribution
3470,"2019-04-01",distribution
3471,"2019-03-20",contribution
3472,"2019-03-20",distribution
3473,"2019-03-27",contribution
3474,"2019-03-27",distribution
3475,"2019-03-31",distribution
3476,"2019-03-31",distribution
3477,"2019-04-10",contribution
3478,"2019-04-07",contribution
3479,"2019-03-31",distribution
3480,"2019-03-31",contribution
3481,"2019-03-31",contribution
3482,"2019-04-01",distribution
3483,"2019-04-02",contribution
3484,"2019-04-02",distribution
3485,"2019-04-02",distribution
3486,"2019-04-11",contribution
3487,"2019-04-08",distribution
3488,"2019-04-04",distribution
3489,"2019-04-04",distribution
3490,"2019-04-15",contribution
3491,"2019-04-15",contribution
3492,"2019-04-09",distribution
3493,"2019-04-07",distribution
3494,"2019-04-07",distribution
3495,"2019-04-07",distribution
3496,"2019-04-23",contribution
3497,"2019-04-08",contribution
3498,"2019-04-08",distribution
3499,"2019-04-08",contribution
3500,"2019-04-08",distribution
3501,"2019-04-13",commitment
3502,"2019-04-09",distribution
3503,"2019-04-09",distribution
3504,"2019-04-09",distribution
3505,"2019-04-09",distribution
3506,"2019-04-25",distribution
3507,"2019-04-28",contribution
3508,"2019-04-15",distribution
3509,"2019-05-01",contribution
3510,"2019-05-02",contribution
3511,"2019-04-13",commitment_reduction
3512,"2019-04-30",distribution
3513,"2019-05-02",distribution
3514,"2019-05-02",distribution
3515,"2019-05-02",distribution
3516,"2019-05-02",distribution
3517,"2019-05-02",distribution
3518,"2019-05-05",distribution
3519,"2019-05-05",distribution
3520,"2019-05-05",distribution
3521,"2019-05-05",distribution
3522,"2019-05-05",distribution
3523,"2019-05-16",contribution
3524,"2019-05-16",distribution
3525,"2019-05-16",contribution
3526,"2019-05-16",distribution
3527,"2019-05-16",contribution
3528,"2019-05-16",distribution
3529,"2019-05-16",contribution
3530,"2019-05-16",distribution
3531,"2019-05-27",distribution
3532,"2019-05-16",distribution
3533,"2019-05-13",distribution
3534,"2019-05-22",contribution
3535,"2019-05-14",distribution
3536,"2019-05-22",distribution
3537,"2019-05-29",contribution
3538,"2019-05-30",distribution
3539,"2019-05-27",commitment
3540,"2018-10-24",distribution
3541,"2019-06-10",contribution
3542,"2019-06-10",distribution
3543,"2019-06-05",distribution
3544,"2019-06-04",distribution
3545,"2019-06-04",contribution
3546,"2019-06-17",contribution
3547,"2019-06-20",contribution
3548,"2019-06-20",distribution
3549,"2019-06-10",distribution
3550,"2019-06-19",contribution
3551,"2019-06-11",distribution
3552,"2019-06-11",distribution
3553,"2019-06-25",contribution
3554,"2019-06-27",contribution
3555,"2019-06-27",contribution
3556,"2019-06-27",contribution
3557,"2019-06-18",distribution
3558,"2019-06-18",contribution
3559,"2019-06-24",distribution
3560,"2019-07-08",contribution
3561,"2019-06-25",distribution
3562,"2019-07-09",contribution
3563,"2019-06-26",distribution
3564,"2019-06-26",distribution
3565,"2019-06-26",tax
3566,"2019-06-26",distribution
3567,"2019-07-03",distribution
3568,"2019-07-10",contribution
3569,"2019-06-27",distribution
3570,"2019-07-11",distribution
3571,"2019-07-08",contribution
3572,"2019-07-03",distribution
3573,"2019-07-03",tax
3574,"2019-07-14",contribution
3575,"2019-07-18",contribution
3576,"2019-07-18",distribution
3577,"2019-07-18",distribution
3578,"2019-07-18",contribution
3579,"2019-07-18",distribution
3580,"2019-07-18",contribution
3581,"2019-07-18",distribution
3582,"2019-07-18",contribution
3583,"2019-07-11",distribution
3584,"2019-07-08",distribution
3585,"2019-07-08",distribution
3586,"2019-07-10",distribution
3587,"2019-06-26",contribution
3588,"2019-07-10",contribution
3589,"2019-07-11",distribution
3590,"2019-07-10",distribution
3591,"2019-07-10",distribution
3592,"2019-07-12",commitment
3593,"2019-07-14",distribution
3594,"2019-07-28",contribution
3595,"2019-07-29",contribution
3596,"2019-07-22",distribution
3597,"2019-07-22",tax
3598,"2019-07-22",distribution
3599,"2019-07-12",unfunded_adjustment
3600,"2019-07-24",commitment
3601,"2019-07-28",distribution
3602,"2019-08-12",contribution
3603,"2019-08-11",contribution
3604,"2019-08-01",distribution
3605,"2019-08-01",distribution
3606,"2019-08-01",distribution
3607,"2019-08-01",distribution
3608,"2019-08-04",distribution
3609,"2019-08-04",distribution
3610,"2019-08-04",commitment
3611,"2019-08-11",contribution
3612,"2019-08-11",interest_expense
3613,"2019-08-07",distribution
3614,"2019-08-26",contribution
3615,"2019-08-13",tax_refund
3616,"2019-08-22",distribution
3617,"2019-08-13",distribution
3618,"2019-08-19",contribution
3619,"2019-08-19",distribution
3620,"2019-09-05",contribution
3621,"2019-08-26",distribution
3622,"2019-08-26",contribution
3623,"2019-09-02",distribution
3624,"2019-08-27",distribution
3625,"2019-09-09",distribution
3626,"2019-09-09",contribution
3627,"2019-09-09",distribution
3628,"2019-09-02",distribution
3629,"2019-09-02",distribution
3630,"2019-09-02",distribution
3631,"2019-09-04",distribution
3632,"2019-09-16",contribution
3633,"2019-09-09",distribution
3634,"2019-09-05",distribution
3635,"2019-09-05",distribution
3636,"2019-09-23",contribution
3637,"2019-09-09",distribution
3638,"2019-09-12",distribution
3639,"2019-10-01",contribution
3640,"2019-09-19",distribution
3641,"2019-09-19",contribution
3642,"2019-09-19",contribution
3643,"2019-09-22",distribution
3644,"2019-10-09",contribution
3645,"2019-10-07",distribution
3646,"2019-10-01",distribution
3647,"2019-10-16",contribution
3648,"2019-10-16",distribution
3649,"2019-10-16",contribution
3650,"2019-10-16",distribution
3651,"2019-10-16",contribution
3652,"2019-10-16",distribution
3653,"2019-10-16",contribution
3654,"2019-10-16",contribution
3655,"2019-10-16",contribution
3656,"2019-10-16",distribution
3657,"2019-10-15",contribution
3658,"2019-10-15",contribution
3659,"2019-10-15",contribution
3660,"2019-10-09",distribution
3661,"2019-10-10",distribution
3662,"2019-10-22",contribution
3663,"2019-10-10",distribution
3664,"2019-10-27",contribution
3665,"2019-10-23",distribution
3666,"2019-10-17",distribution
3667,"2019-10-30",distribution
3668,"2019-11-11",contribution
3669,"2019-11-06",contribution
3670,"2019-11-06",distribution
3671,"2019-11-12",contribution
3672,"2019-11-03",distribution
3673,"2019-11-03",distribution
3674,"2019-11-03",distribution
3675,"2019-11-13",contribution
3676,"2019-11-04",distribution
3677,"2019-11-04",distribution
3678,"2019-11-04",distribution
3679,"2019-11-10",commitment
3680,"2019-11-10",contribution
3681,"2019-11-06",distribution
3682,"2019-11-21",contribution
3683,"2019-11-07",distribution
3684,"2019-11-10",distribution
3685,"2019-11-12",distribution
3686,"2019-11-12",commitment_reduction
3687,"2019-11-12",contribution
3688,"2019-11-13",distribution
3689,"2019-11-21",distribution
3690,"2019-11-14",distribution
3691,"2019-10-13",distribution
3692,"2019-12-15",contribution
3693,"2019-12-15",contribution
3694,"2019-12-10",contribution
3695,"2019-12-10",distribution
3696,"2019-12-17",distribution
3697,"2019-12-12",distribution
3698,"2019-12-31",contribution
3699,"2019-12-29",contribution
3700,"2020-01-02",distribution
3701,"2020-01-02",contribution
3702,"2020-01-02",contribution
3703,"2020-01-02",distribution
3704,"2020-01-02",contribution
3705,"2020-01-02",distribution
3706,"2020-01-02",contribution
3707,"2020-01-02",distribution
3708,"2019-12-25",distribution
3709,"2019-12-23",distribution
3710,"2019-12-24",distribution
3711,"2019-12-24",tax
3712,"2019-12-26",distribution
3713,"2019-12-26",contribution
3714,"2019-12-26",tax
3715,"2019-12-29",distribution
3716,"2019-12-29",tax
3717,"2019-12-26",distribution
3718,"2018-05-23",income
3719,"2017-02-02",contribution
3720,"2017-02-02",distribution
3721,"2019-07-22",contribution
3722,"2019-12-31",distribution
3723,"2019-12-31",tax
3724,"2020-01-08",distribution
3725,"2020-01-16",contribution
3726,"2020-01-16",contribution
3727,"2020-01-16",contribution
3728,"2020-01-02",distribution
3729,"2020-01-02",distribution
3730,"2020-01-02",distribution
3731,"2020-01-09",distribution
3732,"2020-01-21",contribution
3733,"2020-01-12",contribution
3734,"2020-01-12",distribution
3735,"2020-01-29",contribution
3736,"2020-01-20",distribution
3737,"2020-01-28",contribution
3738,"2020-01-29",contribution
3739,"2020-01-21",distribution
3740,"2020-01-21",contribution
3741,"2020-01-22",distribution
3742,"2020-01-28",distribution
3743,"2020-01-30",distribution
3744,"2020-01-30",distribution
3745,"2020-01-30",distribution
3746,"2020-02-03",distribution
3747,"2020-02-03",distribution
3748,"2020-02-06",distribution
3749,"2020-02-06",contribution
3750,"2020-02-06",distribution
3751,"2020-02-04",distribution
3752,"2020-02-11",distribution
3753,"2020-02-04",distribution
3754,"2020-02-17",contribution
3755,"2020-02-17",distribution
3756,"2020-02-16",contribution
3757,"2020-02-10",contribution
3758,"2020-02-10",distribution
3759,"2020-02-24",contribution
3760,"2019-11-14",contribution
3761,"2019-11-10",contribution
3762,"2020-02-11",distribution
3763,"2020-02-25",contribution
3764,"2020-02-25",distribution
3765,"2020-02-25",contribution
3766,"2020-02-25",distribution
3767,"2020-02-25",contribution
3768,"2020-02-25",distribution
